text, gender, followers, location, friends, comments, source, likes, reposts, label
【女孩子必读的十本书】  你读过几本？1.张爱玲《倾城之恋》2.杜拉斯《情人》3.海蒂《性学报告》 4.村上春树《挪威的森林》5.渡边淳一《男人这东西》6.钱钟书《围城》 7.劳伦斯《查太莱夫人的情人》 8.泰戈尔《草叶集》 9.塞林格《麦田里的守望者》 10.米兰·昆德拉《生命中不能承受之轻》,f,13197,北京 东城区,521,64,微博 weibo.com,0,375,1
钱多了，友少了；车多了，路少了；娱多了，乐少了；说多了，做少了；假多了，真少了；城多了，村少了；虚多了，实少了；贪多了，廉少了；话多了，理少了；梦多了，觉少了；雾多了，雪少了；草多了，树少了；恨多了，爱少了；黑多了，白少了；暗多了，明少了；衣多了。穿少了。,m,176174,山西,20,11,皮皮时光机,1,85,1
【处女座1月占星运势】1月里处女座运势可谓鸿运当头；良好的心态使一切事物变的简单美好。随着自己知识的积累运用，事业学业也更加的轻车熟路，能力增强的同时，效率自然更加提高。木星会帮你在月中遇到事业上的贵人，很可能对你未来一年都有帮助。20日后，还可能迎来额外的好运气哦！开运物：阳光。 ,f,302886,广东 广州,58,139,皮皮时光机,14,625,1
杰克逊看了这个视频 从坟墓里爬出来哭了…… http://t.cn/bHTNv,m,137,北京 海淀区,213,203,iPad客户端,0,902,1
我们都是娑婆世界的众生，对情爱有着难以抗拒的执着。看着唤云，我想问问大家，面对爱你的人和你爱的人，你会如何抉择？,f,5129609,北京,441,5285,微博 weibo.com,1411,666,1
【友情转发招聘】别整天胡思乱想，能踏实干活，有网页设计经验。知人有信，作品集里，少掺点假。月薪5-6K，如工作优秀，可给些额外甜头~舍得网招设计助理，53844567@qq.com，你总监的照片如下。（美女总监找人，各位帮转一下哈～～～）,m,20549,广东 深圳,1425,133,微博 weibo.com,0,373,1
＂现在的我 觉得幸福的就是回到家里 冰箱里塞满了零食 爱吃的水果已经洗干净摆在了电脑房的桌上 WIFI立马连上而且一点也不卡 爸爸已经帮你提前打开了暖气 妈妈在餐厅布置碗筷 所有的电子产品都是满电 这时来了一条你的消息正准备点开 抬头的时候发现爸妈同时把菜夹进你的碗里＂,m,1006744,北京 东城区,258,24,iPhone 5s,179,126,1
这是全世界文科生的榜样啊。！！我的世界观崩塌得一塌糊涂。。。。（by 人人爱重庆）,f,3081269,北京,200,241,微博 weibo.com,86,794,1
【中国人说英语为什么听起来没有礼貌？】老外们时常议论，很多中国人在说英语时，听起来没有礼貌；并不是这些中国人本身没礼貌，而是他们还没有习惯英语的礼貌表达方式……「转」,f,1322338,广东 广州,52,59,皮皮时光机,207,524,1
有一只小猴子， 肚肚被树枝划伤了，流了很多血。它见到一个猴子朋友就扒开伤口说， 你看我的伤口 ，好痛。每个看见它伤口的猴子都安慰它， 同情它， 告诉它不同的治疗方法它就继续给朋友们看伤口。 继续听取意见，后来它感染死掉了。 一个老猴子说， 它是自己伤自己而死的。痛，说一次就复习一次「转 ,f,1290381,北京,1844,20,皮皮时光机,3,238,1
#动图#好奇心旺盛的猫头鹰~好可爱啊！[心],f,615941,香港,1175,105,微博 weibo.com,0,695,1
【外媒：中国人结婚买房遏制全球经济复苏】西班牙《世界报》文章：按照中国传统，单身男子要想结婚就必须是自己房子的主人，而在今天，买房子需要一大笔钱。这就迫使很多人大幅度削减开支，控制消费以增加存款。如果说在全世界增长最快的市场上没有消费，那么全球经济就会停滞。http://t.cn/aomDRH,m,13818055,北京 海淀区,1447,356,微博 weibo.com,0,825,1
这纹身，能不这么犀利么？,m,45398,浙江 杭州,474,67,微博 weibo.com,0,650,1
#张杰# 【视频】第七届无线音乐盛典，张杰演唱《最接近天堂的地方+他不懂+爱，不解释》扩散啦~~~[话筒]http://t.cn/8kfljFj,f,657798,北京 东城区,3,152,搜狗高速浏览器,1031,700,1
今天看了娛百，手癢就畫了這四阿哥，不是自家的感覺不太像，F迷別介意...呃..介意也沒辦法xd分不出來不要告訴我[哈哈]當然不能少了我家京格格[過年啦](我絕對不是黑[偷笑])@张芸京 @LOLLIPOP_F小煜 @LOLLIPOP_F敖犬 @LOLLIPOP_F阿緯 @LOLLIPOP_F威廉 京迷，F迷新年快樂[笑哈哈][大紅燈籠][发紅包][放鞭炮],f,546,香港 其他,256,8,微博 weibo.com,2,64,1
2013，我们如智者，面对生活乐观积极，我们似行者，追求梦想永不停歇，我们做勇者，面对挫折越挫越勇，我们为德者，化解仇恨以德报怨，这一年我们收获了很多，愿2014可以更加美好幸福。@鲜花的快乐生活 专业提供网上订花、鲜花速递，市区最快三小时内送达！ http://t.cn/8kx5M5J,f,6865,广东 广州,1329,554,微博 weibo.com,304,467,1
【68岁老人被继子撵出家 继子称:我又没让他养 是她自愿的[怒] 】68岁的孙桂枝作为继母把3个子女含辛茹苦养大。现在她行动不便，老伴有病卧床，却被继子多次赶出家门，只好回到娘家与90岁母亲蜗居在破房内。提到孙桂枝20多年的养育情，继子冷漠地说:"我又没让她养，是她自愿的，反正我不会养活她"[怒] @大河报,m,26619780,上海 闵行区,740,684,皮皮时光机,63,908,1
#美老师麻辣谈#有时你点开QQ的消息记录，发现和XXX的聊天记录竟有几百页那么长。你仔细一看又发现，最后一次聊天结束是一年前，然后你苦涩地笑了。不断地成长，不断遇到新的人，新朋友慢慢变成老朋友，老朋友慢慢变成陌生人。我们的一生中，一直都在一路遇见，一路失散。(via 鞭鞭少将),f,8515845,福建 厦门,201,61,美图秀秀,222,726,1
由Kunal Nayyar参演的CollegeHumor网站原创搞笑视频：http://t.cn/aK0SL3。Kunal在片中饰演一名成人网站的客服。提示：本片涉及成人话题。 [嘻嘻] PS：这是Kunal2010年的作品。CollegeHumor网址：http://t.cn/h6boli。这样的网站没被河蟹真是万幸啊。,m,2627353,海外 美国,510,78,微博 weibo.com,0,353,1
【什么才是标准巨蟹座】1、没事爱抽风，易伤人，还后悔。2、总纠结，不听劝，死倔。3、大事谨慎，小事糊涂，聪明内敛。4、爱装，装坚强，装深沉，装成熟。5、对爱的人很好，柔情似水。6、喜欢音乐，幻想浪漫，更重现实。7、心太软，志不坚。8、生气后，很恐怖！杀气啊！,f,201833,四川 雅安,107,69,皮皮时光机,1,419,1
 犹抱琵琶半遮面！ 终于被我抓到你先睡觉了！大家偷偷看看就好啦！不许@   她 要不明早她起来后！我会死的很惨的！爱你们[嘻嘻],f,212156,北京,200,224,iPhone客户端,195,374,1
【夜宴紫禁城】夜宴紫禁城——这是故宫最新最时尚的用途。只不过，这一时尚与普通人无关，夜宴的朱漆大门只向“拥有尊荣地位的高端人群”打开。 http://t.cn/hejQWN,m,6631435,广东 广州,150,196,微博 weibo.com,0,369,1
从现在开始，不沉溺幻想，不庸人自扰，踏实工作，好好生活，做一个接近幸福的人。各位，晚安~（内容来自网络）,f,4268928,北京 东城区,228,97,微博 weibo.com,0,392,1
娱乐：不认识的人或许会觉得他是一个怪大叔，但认识他的人都知道，这是我们的好组长，杉田智和。 第二张依次是森利道、杉田智和、小山刚志。,m,883443,海外 日本,545,90,微博 weibo.com,112,169,1
#晚安#【这一刻，520！[心]】2013·520——爱你一生·我爱你！[心]这一刻，进入今年最浪漫的日期，无论是枕边人，还是远方的他/她，说出彼此的爱吧。也可以把这条微博@ 给你心仪的他/她，作为表白哦！愿爱意和感恩温暖你我的心灵！晚安，亲们520！[心][爱心传递],m,7890752,广东 广州,2524,465,皮皮时光机,41,877,1
主页君，这是我趁我老公睡觉的时候帮他画的。,m,9003865,广东,365,1398,Android客户端,996,668,1
#蘇有朋#證實#小虎隊#將合體 先出專輯、再開演唱會 表示「小虎隊這三個字，自己認為高過我們三個，承載一代人的情懷」，因此若要合體的話，「希望能夠賓主盡歡，不只是懷舊」。至於「唱酬喬不定」新聞，他也否認：「這個東西一定是平分，少了任何一個人，就不是小虎隊」。新聞全文http://t.cn/zlmpZHf,m,29382,台湾 台北市,1516,75,专业版微博,0,313,1
#云南旅游攻略#香格里拉，一个充满梦幻充满诗情充满牧歌的家园，那里有金字塔般的雪山、壮观的峡谷、被森林环绕着的翡翠似的高原湖泊、一望无际的辽阔草甸、金碧辉煌的喇嘛寺、宁静苍凉的古城。@云南旅游 精心整理香格里拉2日游攻略，吃住行游娱够都有了，亲，能帮助到你吗？http://t.cn/hsdk7,f,364543,云南 昆明,2077,35,微博 weibo.com,0,53,1
【台媒称期待经国号战机参加珠海航展和歼-10同台】#珠海航展# 中国军队的大批新战机亮相。台湾《旺报》却感叹：看着航展上大陆的一架架新机飞上天，总觉得如果它们是台湾的战机该有多好。如果两岸在军事对峙上更为和缓一些，“经国号”战机是不是也可以参展，和歼-10同台比拼。http://t.cn/zjwMQiB,m,5515380,北京 海淀区,378,231,微博 weibo.com,6,265,1
【爷孙恋词人与小40岁女友顺利恋爱1周年】昨天，台湾资深作词人李坤城受邀，分享历年来的客家音乐收藏，不过发布会焦点依然是其爷孙恋。小他40岁的17岁小女友林靖恩静静依偎在旁。李坤城表示，2月15日两人恰好交往满周年，将提前在情人节庆祝，两人说“我们每天都是情人节啦。” http://t.cn/8FNeCjR,f,18962889,北京 海淀区,2524,1901,新浪娱乐,1289,980,1
【金正恩：坚信朝鲜将成为“天下第一强国”】朝鲜最高领导人金正恩18日向朝鲜全国所有选民致公开信。金正恩在信中称，全朝鲜体选民将他推举为最高人民会议议员候选人，对此，他感激选民们的信任，并表示由衷感谢。他还称，坚信朝鲜将会成为“天下第一强国”和“人民乐园”。中新网http://t.cn/8FTuCKO,m,9616645,广东 广州,455,739,微博 weibo.com,138,657,1
今天整理旧书旧报，发现了小学时代的回忆~真是老泪纵横啊哈哈哈！！这俩东西，有人买过吗...?,f,263659,山东 青岛,555,217,搜狗高速浏览器,210,149,1
【不开心是一天，开心也是一天！】#情感# #人生#生活中总有风雨，我们总有许多委曲需要诉说，总有许多抱怨需要释放。关键的是，你的委曲有谁在听，你的抱怨又有谁理会。如果没有，那就只能咽下泪水，露出笑...  --发布到微刊《人不能不勉强自己》http://t.cn/zjQylBz,f,87064,广东 深圳,1147,52,微刊,0,120,1
在iPad 2发售几小时后，国外玩家就已经对它进行了拆解。想了解如此轻薄的机身如何容纳下这么多器件，请看iPad 2拆解图集   http://sinaurl.cn/htLUzF,f,1206544,北京,402,96,微博 weibo.com,0,532,1
一不要攀、不要比、不要自己气自己；二活多干、话少说、群众心里有秤砣；三少吃盐、多吃醋、少打麻将多散步；四按时睡、按时起、跑步游泳健身体；五夫妻爱、子女孝、家和比啥都重要；六官再大、钱再多、阎王照样土里拖；七行点善、积点德、心里常念弥勒佛；八吃点亏、吃点苦、傻点笨点也是福。,f,4407958,湖南 长沙,259,93,皮皮时光机,2,906,1
[猫扑大杂烩]武汉女环卫工怕费鞋赤脚扫积水 每年长4个月冻疮。她叫陈素珍，今年55岁。事实上，几乎凡遇有积水，15年来她都会打赤脚扫，即便在寒风刺骨的冬天，她亦如此。她说，这样“不坏鞋”，而她的鞋，全部都是地摊上买来的二手货，最贵的一双才20块钱......原帖：http://t.cn/zTOtMHz,f,4268928,北京 东城区,228,342,猫扑,71,350,1
仲间由纪惠将主演夏季NTV土九日剧[幽灵妈妈搜查线]饰演不能成佛变成幽灵的警察官上原蝶子，为了留在人间自己的儿子和丈夫继续解决追捕犯人的凶恶事件，但是到了100日就要和他们分别.志田未来饰演沢村前妻的女儿，生瀬勝久饰演仲间上司.还有杰尼斯JR的真田佑馬以及塚地武雅出演,f,1216811,海外 其他,187,44,时光机,1,359,1
每一个人心中都深藏着一个人，你不知道对方是否生活的好与不好，但有时候，你怀念的却只是一个简单的名字，一段简单的相遇。,f,1198914,江苏,826,29,皮皮时光机,117,637,1
肇庆绿道宣传影片《为你而来》预告片 [心][围观] | 来自@威威Wilco http://t.cn/zl3v7NJ 与以往普通的旅游推广宣传片不同，正片将以一对在肇庆发生的跨地域恋情为主线，将旅游景点和故事情节巧妙地结合起来，在相册的指引下突出“寻找”的主题。畅游全国最美绿道。（关注肇庆 欢迎关注@六感魔方网）,m,84549,广东 肇庆,2001,67,六感魔方,0,498,1
我该怎么办，ML的时候，老婆要我叫她观世音菩萨！[汗],m,7889,北京 朝阳区,118,758,微博 weibo.com,1,773,1
#跟我学洗手#小花喵带着偶们家滴kitty小宝来参加啦[兔子] 偶们滴口号是:勤洗手讲卫生，健康快乐我做主 http://t.cn/h1B7nK @滴露官方微博,f,591,广东 广州,27,1256,微博 weibo.com,0,991,1
有时候，你最想得到的人，其实是你最应该离开的人。,f,2231988,北京 东城区,607,96,小鸟定时,94,605,1
【日本将暂时召驻华大使回国汇报中国情况】据日本共同社7月14日消息，日本外相玄叶光一郎当天晚上在越南河内回答媒体提问时表示，将于15日召日本驻华大使丹羽宇一郎暂时回国，汇报中国的情况。http://t.cn/zWMOCR9,m,8356898,北京 海淀区,2025,319,微博 weibo.com,9,977,1
TVXQ France 暂时只救回了图，18号场的红海.擦!这位子拍出来的视频肯定嗲啊┭┮﹏┭┮,f,13261,海外 美国,60,9,微博 weibo.com,0,217,1
上佛下智长老于公元2012年7月30日（佛历二五五六年六月十二日）21时52分在应天寺安祥示寂。世寿109岁，僧腊97年，戒腊89夏。谨定于公元2012年8月6日15：00在应天寺举行追思法会，17：00举行荼毗法会。2012年7月31日22：30起至8月6日15：00止，接受佛教信众和社会人士吊唁。@佛教微博,m,1137695,北京 东城区,1980,1069,网站版微博,18,852,1
落后装备,m,32705,海外 美国,429,85,美图秀秀,0,167,1
《@张桐 再饰柔情硬汉 片场战火硝烟弥漫》 （分享自 @新浪娱乐 ）新浪娱乐讯 抗战题材电视剧《一个和八个》自开拍以来，一直受到众媒体及广大观众的强烈关注，其中很大一部分关注点都在主演——80后新晋实力派小生#张桐#身上。很多观众都知道，《一个和八个》取材于郭小川的…… http://t.cn/zRcCeOF ,f,3549,北京 朝阳区,516,24,新浪娱乐,1,242,1
【忠犬为救主人被毁容  结束治疗返乡受热捧[心]】2011年，2岁的混血犬卡邦以肉身阻挡机车，保护主人的女儿和侄女免于受伤，但它却被撞成重伤，失去了口鼻和上颚。后来，卡邦在美国进行了8个月的治疗和面部重塑。6月8日结束治疗回到菲律宾和主人团聚，受到英雄般礼遇。 http://t.cn/zHjkqea中国台湾网,m,26619782,上海 闵行区,740,235,皮皮时光机,174,688,1
他是距离唐山仅65公里的青龙县委书记，1976年唐山大地震前夕，他顶着摘乌纱帽的风险拍了板，向全县预告地震灾情。7月25日，青龙县的人几乎全被赶到室外生活。7月28日，唐山全城毁灭，死24万人以上。青龙毁坏房屋1.8万间，完全坍塌7300余间，万幸！47万人无一伤亡。他用权力救了47万人！他是冉广岐！转,m,242118,湖南 长沙,2402,86,微博 weibo.com,9,322,1
【晚安】儿童流落街头无人照看，天寒地冻之下躲入垃圾桶烧火取暖，因一氧化碳中毒而亡。给人一种深入骨髓的伤痛。儿童的境遇是衡量社会良心的尺子。当地政府的缺位，社会路人的冷漠，导致了这一悲剧。但愿5位小天使在天堂不再有寒冷，每天都是阳光。但愿他们的离去，能让更多流浪儿童得到救助。,m,4178121,浙江 杭州,245,62,微博 weibo.com,1,169,1
【星闻】#BigBang权志龙#出演《写生簿》 将和#2NE1孔敏智#合作表演-- 回归后在音乐节目中表演主打歌《CRAYON》的GD，在《写生簿》中将与同公司的2NE1成员孔敏智(的中娱微博)联合表演新歌《Missing You》。上周GD出演《写生簿》的消息传出后，9日晚录影旁听申请者竞争率达到75:1是历史最高。@韩国音乐榜,f,408180,上海 徐汇区,140,17,皮皮时光机,0,96,1
祝自己十七岁生日快乐😜😜😜。谢谢那些一直陪在我身边的好朋友。还有我的所有好兄弟们。星期六回去，你们懂得。[酷][酷][酷][鼓掌][鼓掌][鼓掌][蛋糕][蛋糕][蛋糕],m,310,广东 东莞,393,40,iPhone客户端,0,67,1
#主君的太阳##苏志燮#[噢耶]傲娇主君表情集，卖得一手好萌！[偷笑][cr.mamorism、2RioN],f,20367,海外 韩国,43,95,微博 weibo.com,135,590,1
当 天王杰克逊 遇上 SLASH ，当SLASH 遇上 Beat it ，看SLASH 大叔弹 Beat it  的味道 ~ 前面都是天王专场，2分55秒后有SLASH 大量镜头~~~  这样的现场只有一次。。再也无法重现了。。祝天堂的人一切安好。 http://t.cn/aKT4Sg,m,132675,北京 东城区,233,70,coweibo,0,411,1
各大浏览器的崛起(和消亡)。@月光博客,m,546,山东 济南,302,80,微博 weibo.com,0,423,1
【《邪恶力量》衍生剧改名及确定女主角！】CW宣布《邪恶力量》衍生剧改名为《邪恶力量：血统》（Supernatural: Bloodlines），同时Melissa Roxburgh成为衍生剧女主角。该剧描述芝加哥城中恶魔猎人和各种灵异生物之间永无休止的战争。《血统》的试映集将在4月29日作为《邪恶力量》的常规集进行播出。,m,3066081,浙江,332,254,微博 weibo.com,164,499,1
在铺天盖地的官方消息传播中，很吊诡的一个现实是：到现在为止，@染香 ，@吴法天 ，@窦含章 ，@孔庆东 ，@司马南 都没有发布或转发这条消息，只有@司马南 对其家人的合影做了一条转评。,m,57412,北京 朝阳区,2000,70,微博 weibo.com,0,151,1
有这样一群人，他们分不清动车和高铁，他们不知道什么叫化合物，他们不懂律诗和绝句有什么区别，他们不认识F-16战斗机和虎式坦克，他们不知道金卢布有多贵，他们不知道延安整风都有什么人，他们不知道汪兆铭是干什么的，他们没见过刑讯椅，他们甚至不知道9月有几天——但是他们自称是知识分子。,m,10377,河北 石家庄,1008,221,微博 weibo.com,4,513,1
推荐≪华尔街日报≫今天出版的特别专题“人民币的崛起”。世界各地的记者从各个侧面对人民币在全球经济中的角色演变进行了深度分析与报道。http://t.cn/aoXXlY,f,2456043,北京 东城区,700,75,iPad客户端,0,294,1
男人对女人的伤害，不一定是他爱上了别人，而是在她有所期待的时候让她失望，在她脆弱的时候没有给她应有的安慰....,f,11167056,其他,1681,85,皮皮时光机,209,694,1
#美丽传递# 闺蜜间的正能量是开心的事情一起分享，不开心的事情一起畅快地发泄。人的一生这么长，总会遇上个别极品人渣来考验你的抗压能力，关起门来一场闺房里的枕头大战，总比桥底打小人来得高端大气上档次。闺蜜聚会把能量值充满，继续努力！,f,603513,广东 广州,938,330,华为Ascend P6,14,366,1
【通缉令•强奸幼女疑犯】2013年2月24日15时许，山西运城市芮城县永乐宫附近发生一起恶性强奸幼女案。芮城警方发布嫌疑人照片，对于提供线索查明疑犯身份者奖励3千元，对提供线索直接抓获或扭送到警局者奖励1万元。望疑犯主动投案自首，争取从宽处理。联系人张警官13834396668 @何兵 @于建嵘 ,m,159424,湖南 长沙,1984,162,iPad客户端,5,942,1
【马国明否认暗追胡杏儿】TVB情侣档胡杏儿黄宗泽分手后，有关两人的传闻不断。日前，港媒又曝出马国明暗恋胡杏儿多年，最近因合作新戏《恋爱季节》对胡杏儿展开追求攻势。对此，马国明在拍片现场作出回应，澄清两人的绯闻纯属谣传。详情：http://t.cn/zWOAqgD 视频：http://t.cn/zWOLdu6 （新娱）,f,18962890,北京 海淀区,2524,205,微博 weibo.com,35,235,1
网传采访姜文注意事项：1、所提的第一个问题很重要，要是抓住他的注意力了，随后会顺畅很多。2、如姜文开始反问，代表他不想回答这问题，可别回应他的反问，否则是个无底洞，直到他自己愿意停止。3、别拿别人评价他的话来问他，他会反感。4、多谈理想人生和艺术，少谈物质票房和电影看不看得懂的问题。,m,1676141,北京,3181,93,微博 weibo.com,83,422,1
很多同学问做真题的问题，真题一定要好好做。真题解析如果还没有买的同学，可以参考高等教育出版社《2013考研数学历年真题解析》，这本是我一题一题审的。还有就是《题源探析经典1000题》。,m,866896,北京,29,300,微博 weibo.com,24,277,1
我和小伙伴都惊呆了，这竟然是监狱！（挪威哈尔登监狱———世界上最人性化的监狱）~,f,4975367,北京 朝阳区,331,144,微博 weibo.com,159,375,1
黄金搭档导演叶伟民、文隽再度联手，耗时3年打磨剧本，将京城四大鬼宅之首朝内81号的诡事中融入了‘幽冥婚、蝶魂变、蜕老尸’等种种民间元素，将“东方民俗志怪”进行了艺术化的包装和呈现。http://t.cn/8FumxWa,m,3509586,海外 其他,332,238,微博 weibo.com,96,578,1
#CCTV音乐电视微直播<光荣绽放>##尚雯婕# 无论她的造型还是音乐方向，都在为华语歌坛注入新的流行元素，她正为《最终信仰》踏歌而来!愿做她身边的一颗小星星，一直在她身边，带给她一丝微光。,m,11766679,北京 海淀区,248,332,小鸟定时,55,387,1
就要到父亲节了，如果你有一个疼你爱你关心你的爸爸，你很爱他，请转发。。。 因为他是这个世界上唯一愿意为你付出一切的男人。。。[心],m,1869250,广东 广州,177,73,微博 weibo.com,1,857,1
20130720华龙网华龙娱摆摆报道：#李准基# 新剧#两周2weeks# 曝光首版预告片 场面震撼剧情虐心 -- 视频频道 (时长01:43）http://t.cn/zQtOSYT,f,2974,江苏,445,20,bShare分享,13,92,1
【昆明猫吧】在昆明有一家新型休闲场所——猫吧。TA是由一个咖啡馆和21只名贵猫咪组成。猫吧里有波斯猫、加菲猫、折耳猫等6个品种。猫咪们可以陪顾客喝咖啡、看书、上网。顾客也可以随时与猫咪玩耍。 [花心]  「中新网」,m,1213092,广东,496,71,小鸟定时,1,319,1
【每天送50元话费】7月8日起至未来某一日（阿嬷说的算），关注@厦门魔法阿嬷+@ 三位好友+转发，阿嬷每天从历史所有转发中抽一位童鞋获得50元话费。但要求：中奖童鞋在中奖日前一天必须转发过阿嬷任何一条微博，不符条件者算弃权。同一个童鞋允许多次中奖，希望大家好运连连.谢谢大家对阿嬷的支持[花心],f,177462,福建 厦门,3053,188,微博 weibo.com,3,388,1
起开~~~别挡着我看美女……,f,2595480,广东 深圳,49,96,微博 weibo.com,0,738,1
这么一对比反差更强烈，有了眼线一下从不谙世事的纯净好骚年变成惹不起的大哥大，这种反转魅力可不是人人都有的，好想在文里给他配个这样的人设_(:з」∠)_ 大半夜我又脑洞开了别理我……,f,41700,上海 黄浦区,70,32,微博 weibo.com,88,640,1
在历经草稿箱没保存上、重写、痛苦地憋了一个月之后，【更博君】又回来啦！《2013盛夏防晒报告》→http://t.cn/zQi7q2W，今年的防晒报告，依然是用实践说话！保持白皮肤的奥秘，尽在防晒们的业界良心~,f,1208969,其他,123,512,微博 weibo.com,256,860,1
【央视：您幸福吗？莫言：我不知道 】在接受央视面对面栏目采访时，主持人问：您幸福吗？莫言的回答：我不知道。主持人又问：绝大多数人觉得您这个时候应该高兴，幸福。莫言：幸福就是什么都不想，一切都放下，身体健康，精神没有任何压力才幸福。我现在压力很大，能算幸福吗？http://t.cn/zlTzULj,m,7890751,广东 广州,2524,221,iPhone客户端,3,619,1
【BIGBANG饭团•直播】荣光的一位是谦虚客气的志龙！http://t.cn/z8slOgU 要实力有实力要人气有人气[得意地笑]一位粗卡！[鼓掌][鼓掌][鼓掌],f,214995,海外 韩国,49,57,专业版微博,305,777,1
我们记忆最精华的部分保存在我们的外在世界，在雨日潮湿的空气里、在幽闭空间的气味里、在刚生起火的壁炉的芬芳里，也就是说，在每一个地方，只要我们的理智视为无用而加以摒弃的事物又重新被发现的话。那是过去岁月最后的保留地，是它的精粹，在我们的眼泪流干以後，又让我们重新潸然泪下（普鲁斯特）,m,12272360,北京,339,119,皮皮时光机,180,976,1
香川真司个人集锦 德甲控球大师掌控冠军中场 http://t.cn/zOQ2mGE,m,1235713,北京 海淀区,104,271,微博 weibo.com,1,458,1
刚刚看到一个签名：要是不好好奋斗，就不能养儿子，因为如果有一天儿子说“妈妈，我把同学打了，他家长要5万医疗费。”我就可以说“什么！要5万！给你20万，再打3次！！”为了成为这么棒的妈妈，我要好好奋斗了！加油！  ,f,2332872,北京 朝阳区,2042,191,皮皮时光机,2,718,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈@special特特 咱俩来一个呗！！！哈哈哈哈哈哈哈哈哈哈哈哈哈哈【视频：东北话版《星星》（4） 全智贤 金秀贤】 （分享自 @优酷网） http://t.cn/8F3aLCr ,m,101563,辽宁 沈阳,390,122,优酷土豆,102,264,1
#快男唱响上海大舞台#《追梦赤子心》二度奏响，男生们集体登台致谢全场歌迷，感谢你们长久以来的支持与陪伴，今天的上海注定是一个不眠之夜！告诉小快，他们的演出你们满意吗？此刻，你最想对他们说一声什么呢？亲爱的宝贝粉们，11月30日我们武汉体育中心体育馆不见不散！,m,3689760,湖南,197,1021,微博 weibo.com,1788,954,1
【钱江夜话】她，事业有成，受万千歌迷追捧，却不骄傲，不娇气，外则勤于公益，宏扬社会正能量，跑遍雪域高原，边关哨卡，老少边穷，给基层送上一首首脍炙人口的歌曲。内则相夫教子，料理家务，孝敬公婆，为中国女性之楷模。她端庄美丽，大气朴实，甫一亮相，便是对传统的回归，这就是现实版的中国梦。,m,4178121,浙江 杭州,245,150,微博 weibo.com,26,256,1
TMD所有相信Temple run有终点的人，劳资来毁你们三观了，看看 尼玛够不够五亿啊。说好的大都市呢？说好的尽头呢？坑爹有木有啊！！！「人人网友肖智远」,f,619534,浙江 杭州,221,82,微博 weibo.com,2,364,1
皇族折戟S3总决赛 新高度收官来年再战！是的，在中韩电竞世界冠军之争中，中国战队再次折戟，虽遗憾，但技不如人也坦然，待磨练提高，来年S4我们再战！此次比赛是我们距离世界冠军最近的一次，无论是皇族还是OMG，都在这条路上拼尽了全力，你们都是好样的！[国旗][国旗][国旗]http://t.cn/zR2YqPt,f,2522339,北京,323,554,专业版微博,106,516,1
我们每一个人都有自卑感，任何的英雄都有自卑感，受不了环境的刺激，环境的打击，自卑感自然就产生了。自卑感重了，自然就傲慢，因为那个傲慢，是对于自卑的防御。如果沒有自卑感的话，就很天然，你看得起我，我还是我，看不起我还是我，我就是我，我就是那个样子。——南怀瑾,m,14837474,广东 广州,1628,143,Android客户端,4,826,1
大喜易失言，大怒易失礼，大惊易失态，大哀易失颜，大乐易失察，大惧易失节，大思易失爱，大醉易失德，大话易失信，大欲易失命。——人生十鉴 。,m,3425744,北京 朝阳区,793,142,皮皮时光机,3,809,1
首都机场，这明明是西湖啊（via@kevinlou）,f,32089,北京 朝阳区,1916,94,iPhone客户端,0,765,1
感觉自己什么也不缺，仔细想想又什么也没有 说的是你么？（转）,m,9651133,北京,684,155,微博 weibo.com,10,911,1
ELIFE E7的镜头采用蓝宝石玻璃保护，摄像头的体积要比普通手机摄像头大2.5倍，机身依旧纤薄，屏占比大。前置摄像头是800w，1.4微米，和iphone5相同，自动对焦。800AC版本的支持LTE等5模，8974 3G版支持TD和WCDMA双模，12月5号量产，12月12号正式开卖。将抽取一名转发本文的朋友获得无线传输器E-box。,m,240812,山东,361,220,微博 weibo.com,16,389,1
【陕西山阳县一公立幼儿园:非公务员子女不得报名】近日网曝一帖子:9月1日在山阳县幼儿园，好多人为了给孩子报上名，半夜起来的也有，可是等到早上，学校大门却始终大门紧闭。为了维持现场秩序，校方连贴二张紧急通知，而通知中竟然称父母双方都必须在县直机关单位上班者才符合报名条件。http://t.cn/zWdfyKf,m,34181629,北京,5000,351,微博 weibo.com,0,655,1
【钱江夜话】湖州一养殖场被检出H7N9病毒，7000只鸭子全灭。从养殖场到餐桌，家禽产业有长长的产业链，关系到无数人的生计。养殖户们眼中含泪、心头滴血，将家禽一一掩埋。谁都知道，只要一加热，病毒就活不了，可城里的餐馆，连卤蛋都取消了。理性应对、科学防疫，别让农户伤上加伤，躺着也中枪。,m,4178121,浙江 杭州,245,233,微博 weibo.com,6,455,1
你是不是总是会为了某人而不断地修改自己的底线？不停地为某人找借口，不停地想去原谅……可是，傻孩子，其实TA没那么喜欢你。  ,m,7498234,广东 广州,372,180,皮皮时光机,0,660,1
浮躁风气较盛的今天，并不是没有认真做事的人。但是，“认真”的利益选择性和目的导向性，使很多表面光鲜、有好处的事做得一丝不苟、精益求精；而涉及他人利益、默默无闻的辛苦事大多敷衍了事、得过且过。到底有没有一个让人“认真”的普国价值？,m,136181,上海,228,112,iPad客户端,0,397,1
