text, gender, followers, location, friends, comments, source, likes, reposts, label
2013年3月5日，《明报》做了题目为《如果有来生，你愿不愿意再做中国人？》的投票调查，截止4月18日晚8时的投票结果是，在89896名投票中，竟然有高达92%的网民称来生不再愿再做中国人！不做中国人的理由是：做中国人没有尊严、没有公正、没有希望。,f,18319,广东,1125,170,壕,14,881,1
大赦天下 【官场百态】卢氏县原县委书记杜保乾继父去世，该县数百名干部闻讯前去奔丧。表现最抢眼的是范某、张某、薛某三个乡镇党委书记，他们自备了孝衣、孝帽，进灵堂后放声大哭，一口一个“亲爹”。不久范某调任县建委主任，张某荣升县委宣传部长，薛某被提拔为副县长！真是大孝子啊！,m,5496,上海,993,45,微博 weibo.com,1,135,1
#文章道歉是否有诚意# 文章同学，你的道歉肿么跟高晓松的酒驾检讨这么像？这这这…你的经纪人造吗？ http://t.cn/8sMpN4h,m,6731,浙江 杭州,1583,272,iPhone客户端,289,408,1
紧急通知：12月5日一定不要去影院，大家一起为《贞子》票房为零做努力！中国人拍的《金陵十三钗》在日本小鬼子票房为零，小日本拍的《贞子》3D将于12月5日在中国大陆上映，而12月5日既是南京大屠杀纪念日，又是国难日，勿忘国耻！作为中国人，敢不敢让贞子3D 12月5日票房为零！朋友们，必须转起謝謝！,f,593,广东,193,0,Android客户端,33,81,1
2月30号，全国人民在休假，蒙牛却在为我们生产良心奶。转,m,137,北京 朝阳区,285,15,iPhone客户端,0,176,1
天明:[ 强奸的意思：不懂如何表达对女孩子的纯真爱情！] 公安大学李玫瑾教授也替李天一求情了，她说，小天一是个好孩子，他只是太淘气了，他是个激情的孩子，不懂如何表达对女孩子的纯真爱情！社会应该原谅他的过错，让他写个检讨，好好学习，上个清华或者哈佛甚么的，将来报效祖国！,f,1214,江苏 镇江,2000,51,新浪微群,3,145,1
东街口啊   我都想参加了  哈哈@庄宇希是个安静的疯子 @95Cherish小鸡 @-翁晓炜999,m,1676,福建 福州,246,37,Android客户端,7,126,1
果然是小日本在搞鬼！,f,77338,北京,441,28,专业版微博,2,177,1
据说是安贞医院护士被打的照片。主页君脾气很坏，但依然不能理解有些人认为“你态度不好我就可以打你。”说这话的人自己有工作吗？自己的工作完美无瑕吗？为什么有人认为自己比别人拥有更多的权利还可以不受法律制裁？,m,54529,北京 朝阳区,157,380,iPhone客户端,38,471,1
在工信部，运营商双重压力下，腾讯小马哥最终没能顶住，微信收费将于7月1日开始，收费标准信息5分/条，语音1毛/条，按这样的标准有多少人会放弃微信，为何有组织插手的地方永远都是一地鸡毛。 是狼狈为奸还是另有隐情，总之这是淫威之下的社会倒退！@薛蛮子@电影人程青松 @舒淇,m,2825,北京 朝阳区,623,55,iPad客户端,3,304,1
请转发紧急发布】刚收到家长私信：“我实在没粉丝，请各位名人与好心人帮忙转发一下。刘皓曦，男，三岁3个月，9月1号在陕西渭南北关村被拐！家里非常着急，求大家把照片转下去，发现线索马上与他爸刘成恩18691963447联系，10万寻子！你每转发一次，都有可能带给他一次希望；举手之劳，好人有好报！,f,77482,海外 加拿大,2443,106,iPad客户端,0,153,1
【借势微营销】“打假斗士”@方舟子 因不满新浪微博未处理对其人身攻击的用户，宣布今日起停止在新浪微博的更新，转战搜狐。如果方舟子能坚持100天不在新浪微博更新，凡转发本条微博者，我一人送一台电信版iphone4S，是一人一台，绝不食言。@中国电信 将为我撑腰，立此为证。,m,1558,北京 西城区,154,101,微博桌面,1,230,1
「内部透露」李天一案女主角撤销控诉，已达成和解意向。因李天一未满18岁，且当时已经醉酒，即便诉讼被重判的可能性极低，记李天一及其他4名嫌疑人家长的奔走，最终联系上女孩父母并进行了长谈，受害人最终得到极大的物质补偿，包括落实北京户口，工作及一套房产。,m,18970,北京 朝阳区,250,472,iPhone客户端,9,492,1
【这是一个外国人无法理解的国家】北京，一名外国大姐挡在一辆驶入非机动车道的汽车前，微笑着劝司机回到机动车道去，司机先是鸣喇叭，再谩骂，后推搡，要老外让开，老外坚持着不让。司机最后夺过自行车丢在了路边，在非机动车道上扬长驶去。围观的国人在边上笑看不知所措的外国大姐.... via@i彭三金,f,116919,海外 澳大利亚,4218,45,皮皮时光机,2,120,1
【好心人帮忙转发下！】昨日福建省泉州市警察局抓到几个拐卖小孩犯罪团伙，现场获救了一名5岁的小孩。 因他还小，说不清楚自己家的详细地址和家里的电话。 只知道他是云南昭通市人！让他们一家团圆！ 请看到的每一个朋友都能帮忙转一下！ 就是这位小男孩。,f,19157,广东 深圳,1256,15,微博 weibo.com,0,255,1
【曝光】【湾仔码头水饺吃出饰品珠子[衰]】网友@minami_e 爆料：女儿在@湾仔码头WanChaiFerry 的水饺里竟然吃出了2颗饰品珠子，承诺产品质量安全的湾仔码头，安全何在！难道我们有幸吃到了戴耳环的时髦猪！真是三生有幸啊[衰] 这哪儿是湾仔码头，分明是湾仔河蚌水饺。via@脊梁in上海,m,203626,上海,189,34,微博 weibo.com,0,137,1
【吴其轺】1943年加入飞虎队，对日飞行作战800小时，击落5架日机，4次成功飞越死亡之线，自身也曾被击落过3次，都死里逃生。1949年收到家书，当年12月辗转从香港到北京，任职南苑机场教官。大难不死的他却没逃过1950年镇反运动而入狱，74年方才出狱，一代飞虎，沦落到蹬三轮车养老的地步……,m,4008,海南 海口,1400,39,皮皮时光机,0,146,1
【虐童幼师疑似微博骂网友】颜艳红：我已经反省完了，公安局也让我交5000元罚款姐都交完了，没姐什么事了，你们这些没素质的人就爱骂骂吧，洗澡睡觉，没人搭理你们了，一群没素质没教养的人，祝你们早日车祸撞死。这些绯言绯语，根本不是人话，也不是你们家的孩子，公安局处罚我也交了，有你们什么事呢,f,295896,陕西 西安,1953,60,360安全浏览器,0,173,1
城管执法为什么要脱女贩的裤子？ 城管执法为什么要脱女贩的裤子？7月2日下午，惠州惠城区河南岸上马庄启明苑门前，城管对一名女商贩进行检查，女商贩遭城管拔掉车钥匙时，用剪刀将一城管刺伤，城管在制服女商贩的过程中强行剥掉她的内裤。（图为：女小商贩被几名城管按倒在地剥内裤。）,m,3577,广东 佛山,1456,167,微博 weibo.com,7,602,1
#周一见#左图是高晓松当年的道歉信，右图是文章今天的道歉信，给公关团队打差评……，,f,2031,江苏 苏州,729,189,iPhone客户端,227,536,1
【“越南乳瓜”来了 你敢吃么？】神奇的越南乳瓜，神似女性的乳房，颜色略呈粉色。乳瓜成熟果实含葡萄糖、果糖、蔗糖、胡萝卜素、维生素C、酒石酸、枸椽酸、苹果酸等。营养价值也很高。越南商务部发言人说，预计适当时间这种瓜果会大量进入中国市场，流入千家万户的餐桌。越南乳瓜你敢吃吗？[吃惊],f,26193,北京,546,400,360安全浏览器,12,249,1
【帝都是怎么了？[震惊]】@米娜33：今儿北京毒气爆表，晚上10点我家水龙头放出来的水成这样儿了，一盆毒死你！奉劝大家这两天儿大家还是把自来水儿给戒了吧！！！！[围观] ,m,187578,上海 黄浦区,195,54,iPad客户端,3,205,1
朋友的老公前天在王府井地下车库取车的时候发现车的两侧倒视镜上各有一只小黄鸭，他没敢开车，找了一个保安过来，让保安把两只小黄鸭拿走，结果保安拿了小黄鸭子以后，没走几步就晕倒了。后来经过保安盘查，发现地库里其他很多车也被别了鸭子，他们当时就报警了。下图为当时拍的照片。,f,1268,北京 海淀区,748,63,Android客户端,0,157,1
城管人性执法何日回归？@甄鲵-pastorsubject：河南一妇女为了给孩子凑钱治病，上街卖盗版CD被城管发现后逃跑，CD被缴后她跳入冰冷的水中，城管仍不肯放过她，交出非法所得，她百般向哀求：是孩子的救命钱……城管丝毫不为所动，不交钱不许上岸。可怜的妇女在寒冷的水中冻了两个小时直至昏死过去……,m,270214,海南 海口,1181,55,微博 weibo.com,2,125,1
40分钟的生命权值多少钱？美国一死囚执行死刑前，照例大吃一顿。这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了。比执行死刑早死了40分钟。其亲属因此状告监狱：救护不力，明知高血压还让喝酒，让死囚丧失了本应享受40分钟的美好生命。官司赢了。40分钟的价值是350万美元。@波波船长,m,5092,上海 徐汇区,1765,149,微博 weibo.com,1,787,1
【一个死囚的40分钟 “天价”生命】54岁的美国死囚乔·哈里斯，应在2012年11月27日下午两点执行死刑，死前最后一餐，这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了，早死了40分钟。其亲属因此状告监狱，明知高血压还让喝酒，让他丧失了40分钟的美好生命。最后，官司赢了，亲属获赔350万美元。(转),m,282780,北京 东城区,251,46,微博 weibo.com,4,238,1
求证：【中国红会——你凭什么购买这么多路虎】一种无耻可以肆无忌惮！一种诈骗可以正大光明！一种抢劫可以毫无顾忌！一种挥霍可以明目张胆！一种贪污可以合情合理！——最后，一种法律对它视而不见！一个国家的慈善机构，贪婪到连慈善捐款都不放过，你们真是穷凶恶极了吧！企鹅的刀手们，我们来比赛。,m,1728,海外 其他,890,93,iPhone客户端,0,540,1
【日本人惯用的手法】广州警方抓获的打砸抢劫罪犯资料公布显示----带头的两名打砸抢劫罪犯竟然是日本留学生，中文系的，凭借流利的中文混入游行队伍中造势。日本人的行为固然可耻，我们也要反思--在我们的媒体和民众都在呼吁理性爱国的同时，我们的游行队伍里到底充斥着多少日本人呢？@作业本@连岳,m,11896,浙江 宁波,983,110,专业版微博,0,337,1
【这是两回事】外交部新闻发布会，记者问为何中国要实行网络实名制？华春莹答：“每个人都必须为其言论负责。现在有一些人利用网络造谣，所以必须实行实名制。”“是否每个人都需要对自己的行为负责？”记者又问：“既然如此为何没人对四川地震豆腐渣工程害死儿童的负责？”华答：“这是两回事！”转,m,242113,湖南 长沙,2402,218,微博 weibo.com,18,770,1
王文刚，19岁，陕西省蒲城县蒲城中学学生，今年高考565分。因县招办失职把他的志愿申请锁在柜子忘了提交，造成任何大学都上不成。陕西省高招办回应，此事不予处理！王文刚是农村孩子，为供其上学妹妹辍学打工，父亲打工摔断了腿。你的一次转发也许就能帮他改变命运！试试能否创造奇。,f,8088,北京 朝阳区,849,35,Android客户端,6,193,1
你妹的，原来真的混入了日本间谍！大家请理性爱国@平阳水头网首席执行官 @平阳县公安局水头镇派出所 @温都社区 @如梦三下 @温州草根新闻,m,6621,浙江 温州,394,28,Android客户端,1,142,1
【国内军区之子女纷纷定居国外，因强奸外国女人被判6年】沈阳军区副司令钟志明中将的儿子钟轩宇在英国因猥亵罪被判6年。钟轩宇对一女子下药强奸，实施了猥亵。英警方调查过程中，钟志明在中国探测到受害女子在英国的地址和手机号码，发出死亡威胁，派人到英国跟踪威胁，表示愿出400万以换取女子撤案。,m,11579,江苏 常州,1138,65,微博 weibo.com,2,129,1
今天终于亲眼见到了城管暴力执法，真是往死里打啊！一群年轻力壮的城管围殴一个板车小贩，而且下死手，根本不管是不是要害。发博当事人还称：地点就西直门。我手机差点被砸。网友吐槽：这两天已经被城管黑的，无力吐槽了，这到底是一个什么样的组织！！@习美黄德荣,m,30376,湖南 株洲,1364,160,微博 weibo.com,4,628,1
【这一家四口，搞晕了13亿中国人！】[围观][哈哈]杨振宁82时娶了28岁的翁帆，如今，翁帆68岁的父亲翁云光和杨振宁18岁的孙女喜结连理。翁云光表示杨振宁将夫妇将到潮州参加他与其孙女的婚礼......我完全不知道他们将怎么称呼对方或者其子女今后该怎么相互称呼了......（微评：行为惊人，推陈出新。）,m,371,广东 广州,188,2,专业版微博,0,193,1
帮朋友转发:朋友在公交捡到了个钱包內有两张身份证，驾驶证和三张1月25号惠州到武昌的火车票名字是陈翠珍，高艳林，张馨元.春运期间，不知道失主花了多少功夫买这三张卧铺票，没了身份证如何回家过年，急疯了。转发举手之劳。 (联系:陈珉岩 13006609059) 有愛在廣州，不要讓冷漠成為我們的朋友，轉起來！,f,455,广东 广州,516,3,Android客户端,0,130,1
中国工商银行宣布，将无偿捐助阿根廷每名的新生儿1000比索（折合人民币大约1200元）的定期存款作为礼物。(评：计生罚款强迫干掉自家的孩子，去资助别人家孩子，真聪明，博爱啊！[赞][赞][赞]) 转！,f,27918,北京,1370,111,Android客户端,4,747,1
【终于找到这只猴子了！活脱脱的孙悟空！】近日，一只宠物猴的照片风靡网络。据了解这种猴名为“石猴”，国家唯一允许个人饲养的宠物猴，8000一只价格不菲。石猴并不易养，性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！”http://t.cn/zOD65iW,m,976407,湖北 武汉,1826,86,微博 weibo.com,0,237,1
网传@郭美美baby 或死于谋杀，据澳门媒体传来的消息，郭美美已经意外死亡于澳门，具体原因当地警方在调查中，民间传闻死于谋杀，美美家属已经赶往澳门。郭美美自从到了澳门以后微博再无更新，孰料阴阳两隔！知情网友前往微博悼念，悲痛溢于言表，蜡烛一片！只能一句：一路走好，天堂没有红十字会！,m,22474,北京 东城区,2470,153,微博 weibo.com,49,234,1
@田京波【李娜反击孙晋芳：TMD，脏话都形容不了你们的卑鄙】什么叫崩溃？如今大桥垮塌叫侧滑，收入下降叫负增长，我的失败叫崩溃？ 孙晋芳阿姨，如果我的失败叫崩溃，刘翔的那一幕叫什么？国家体育总局提前知道吗？您可以不说，但你说了实话，你的官位会不会崩溃？！李永波的团队至今不为让球事件道歉,f,272741,广东 深圳,1192,88,微博 weibo.com,2,535,1
【震惊！请立即停止使用微波炉】去德国的确看到他们国家的家庭中几乎看不到微波炉，大家都知道微波炉的危害之大，所以都不用，女儿告诉我不要再用了，我还不当回事，习惯吃热饭，又懒得蒸，看到下面这篇微波炉的害处，决定。。。,f,133765,江苏 南京,542,21,微博 weibo.com,2,213,1
全国至少工行瘫痪，建行中行ATM服务也大面积异常，柜台有限度提供服务。或许风暴真的来了,m,47,上海 浦东新区,0,52,微博 weibo.com,1,282,1
[给力][围观][围观][围观]朋友帮忙！ 求扩散，今天上午我同学的同事的女儿在唐山市大润发超市附近被人拐走了，小女孩三岁多，能准确说出她爸爸的手机号码，这是我们同事女儿的照片，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！（转发）,m,993,河北 唐山,201,51,iPhone客户端,1,162,1
#社区突发#【这两天别呼吸，自来水也戒了吧！！！！】今晚10点：@米娜33：今儿北京毒气爆表，我家水龙头放出来的水成这样儿了，一盆毒死你！#我家水龙头会喷鹤顶红#,m,16431,北京 朝阳区,104,34,微博桌面,1,186,1
帮忙转发一下，一位叫徐敬的女孩，21岁，请速回水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报,f,126,重庆 渝中区,198,3,360安全浏览器,0,305,1
#优点听说#轰动全国的安徽籍民工秦某在上海市长宁区散落17600元遭哄抢，今查实，警方在秦某取款银行处查实，秦某仅取款7600元，而非秦某谎称的17600元，而截至今日秦某的7600元已全返还，所以剩下的一万元永不可能出现了。秦某的演技，使得上海声誉受损，另市民仅去电视台为其捐款就达三万余元。转,m,337422,北京,184,0,iPhone客户端,0,226,1
[这个一定要让大家知道！]： 大家買牙膏請留心，买牙膏时注意牙膏管反面底部的颜色条，今天才知道，原来颜色条有含义啊！尽量选择绿色和蓝，共分4种:绿、蓝、红、黑. 绿色:纯天然； 蓝色:天然+药物； 红色:天然+化学成分； 黑色:纯化学。 国内的儿童牙膏居然大多是化学的，太过分了,f,2193,广东 深圳,135,39,360安全浏览器,3,268,1
新骗局来了：如果你收到任何一个电话（包括1008600）说在检查你的手机线路，并要求你按“#”或其他任何键，不要按键，并结束通话。那是一家欺诈公司，他们的机器能在你按键后连接到你的SIM卡，并用你的钱来打电话。记者了解到，很可能有人安装了类似号码修改器的软件。抓紧【转】走！☞@全球奇闻异趣,m,119818,海外 美国,186,45,皮皮时光机,3,789,1
【反日，不要坑同胞】据重庆商报，网友@重庆莫若 说:他的日产越野车停沙坪坝被"爱国青年"下螺丝，比砸车还吓人."这些疯狂又愚蠢的傻货!!!要是车主是个毫无经验的新手未能及时发现咋办?这可真的能要人命啊!!"不仅是车主遭殃，路人也会遭殃… 【魔都人民请注意，我们有各自抵制的义务，但没有彼此损坏的权利】,f,169239,上海 黄浦区,1440,59,皮皮时光机,0,195,1
惠州红花湖你还敢去游泳么？,m,24,广东 惠州,76,68,微博 weibo.com,22,221,1
叙利亚标语：中国，你们的道德比你们的产品还垃圾 ！ - 在叙利亚战火弥漫血肉横飞的时候，该国一名女子打出来的一幅标语让中国人震惊：“中国：你们的道德比你们的产品还垃圾。”这个标语让国人感到震惊，这幅照片成了... http://t.cn/zjHMWgO,m,1527,江苏 扬州,1770,240,中华网,0,854,1
【爆炸消息：中国移动9月1日起对微信微博收费】两种收费标准：1，包月10元/月；2、按条数收费，100条以下免费，600条5元，600至1200条10元，超过1200条每条收两分钱。联通牵手百度制衡微信，电信与网易合作以翼信对抗微信；中移动对微信收费的同时，还要给电信上缴长途光缆租赁费以及流量网间结算费。,m,40013,其他,2000,87,微博 weibo.com,1,467,1
今天又两个中江县红十字会的人来我们这里购买了1万多元的救灾药品，但要求我们开5万多元的发票。我们（成都制药一厂）没有答应，结果由隔壁通化一家药厂经营部开给他们了。    强烈谴责中国红十字会，并要中国红十字会对所有捐款去向做出解释，我们的捐款不是让你这样贪污的！！！,m,1100,西藏 拉萨,1842,41,Android客户端,5,260,1
千万注意！！！,f,324785,北京 朝阳区,700,53,iPad客户端,5,359,1
【这是一个外国人无法理解的国家】北京，一名外国大姐挡在一辆驶入非机动车道的京HL2021车前，微笑着劝说司机回到机动车道去，司机先是鸣喇叭，再谩骂，后推搡，要老外让开，老外坚持着不让。司机最后夺过自行车丢在路边，在非机动车道上扬长驶去。围观的国人在边上笑看不知所措的外国大姐....（转） ,m,282770,广东 汕头,53,90,皮皮时光机,9,506,1
【山洞里的希望小学】网友爆料贵州省紫云县中洞希望小学建于山洞内。当地条件艰苦，很多孩子为省下10元钱住宿费每天走几十里山路上下学。当这所奇怪的小学照片出现在全球网络上时，最后愤怒的官员关闭了学校，理由是中国作为世界经济第二大国，这山洞小学让中国看起来像个“原始国家”，太没面子了。 ,m,119818,海外 美国,186,91,皮皮时光机,1,795,1
这是人民当家做主的社会吗？@求人证: 【活埋】活埋是战争时常用的手段。因为省力，速度也快。战争里的活埋，都是叫战俘自己挖坑，有时会先杀死俘虏再把他们推下去，但时间不够的时候，就直接把他们推进去以后盖土。现在有些钉子户，为了抗议拆迁，会把自己活埋，然后只露出头部。这是现代社会的悲哀。,m,7440,广东 深圳,172,180,iPhone客户端,0,464,1
#周一见#你们都在刷着文章，马伊利，可你们知道么？文章@文章 的声明是抄袭高晓松@高晓松 的。原博被删除了我继续转,m,1935,北京,1459,43,iPhone客户端,42,201,1
紧急提示雅安地震赈灾中的工作人员：在没有医药的情况下，在患者伤处敷很薄的生土豆片可以快速使伤口愈合、消肿，而给患者喝生土豆汁也可以快速补充能量，促进康复。比很多“特效药”都管用，此方法如果能推广，可以节省大量医药成本，也能降低医疗难度。有不明之处可以咨询我们，电话：13810039863,m,134711,北京,864,347,VDong社交管理,42,797,1
【央视员工爆料：广西惊现帝王局长】广西都安民政局长黄某一个人吃着509份底保，九套房子，6个老婆。三老婆刘茹跟人偷情被局长打，不服，报料：各位后宫电话：江素：15078554853黄鹂：18777887596张晓：15078070889阿萍：13478865543丽丽：13877860659第二轮反腐开始，大家速速顶起,f,8235,湖北 武汉,1807,146,微博 weibo.com,5,716,1
有一个信息请大家关注。曹小东告诉我郑州金水路经八路派出所里有个被拐卖的越南小女孩求助。警察却怀疑她卖淫的。要先把她留下三十天。警察里没有人懂越南语，只有小东能和她英语交流几句，她大概说她叫阮什么兰，是河内人。小东说他亲眼见到的很多警察在其他人面前无顾忌的调戏她。吃饭时只给她冷馍。,f,294,河南 新乡,97,192,360安全浏览器,2,494,1
传言！不知真假！中国著名表演艺术家、中国一级演员 赵本山 于2013年4月3日晚23时在北京协和医院突发心肌梗塞，由于抢救不及时身亡，享年64岁。　　　[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛]　　　　 　　 　　　　 　　　　,f,6140,北京,990,179,iPhone客户端,9,519,1
【长江商报副总编因为学生背课桌上学事件被免职】9月3日，长江商报三名记者马秀佳、罗义、张学荣报道了湖北麻城市顺河镇3000余名学生需要自带课桌报到的事情之后，长江商报副总编辑李平被免职，记者受到不明号码恐吓，募集齐的3000套课桌椅也因压力放弃捐赠。麻城真是太不要脸了。@长江商报 ,m,27551,广东,452,183,皮皮时光机,1,946,1
谁有兴趣领养狗，免费的。有罗威，金毛，德牧，土狗，番狗，上海杨浦区有个杀狗场，被捣毁。有几百只狗，无人领养就要安乐死了。有要领养的打这个电话就可以18918003295，13162601208，李先生。1月30日截止啊。是免费领养的。如果你领养不了，就麻烦转发一下，您的复制粘贴可以拯救无数狗狗生命。,f,358,上海,210,9,iPhone客户端,0,111,1
日前泉州市警察抓到几个拐卖小孩犯罪团伙，现场获救了一名5岁的小孩。因他还小，说不清楚自己家的详细地址和家里的电话。只知道他是云南昭通市人 、如果认识他请转告他家人、如果你不认识你就动动手指头，用几秒钟时间转发一下。小孩天天哭着要回去，实在是太可怜了、尽我们最大的努力让他们一家团圆!,m,506,福建 泉州,232,18,iPhone客户端,0,220,1
太可怕了，今年3.15又有17种“问题食品”曝光：1兰州拉面，2砂锅粥‘加料’致癌，3来伊份，4立顿茶，5太子了奶粉，6星巴克冰乐，7东北饺子参老鼠肉，8蛋黄派和榴莲酥，9蒙牛，10统一奶茶，11蛇果上蜡，12可乐，13费列巧克力有‘活蛀虫’，14烧烤，15人造鸡蛋，16绝育黄瓜，17果粒橙！这是在服毒吗？,f,484458,上海 闵行区,977,20,微博 weibo.com,0,128,1
【李登辉今天凌晨心脏病复发身亡】台北快讯：原国民党、台联党主席，有“台独教父”之称的李登辉，与今天凌晨在其家中因心脏病复发抢救无效死亡。,m,107446,吉林 长春,768,44,微博手机版,0,127,1
凌晨的长春，丢失的孩子找到了，被偷走的车也找到，只是偷车贼没找到，看来，向雷锋同志学习50周年的今天，还是一个有效果的日子啊。,m,73933,其他,1696,140,iPhone客户端,8,347,1
【传鸟叔天价上春晚 网友：不如把钱捐山区】韩国艺人鸟叔凭《江南 Style》迅速走红，身价也水涨船高。近日有消息称，央视欲天价请鸟叔上春晚，最新演出费是3首歌180万人民币，平均一首歌60万，此外还要专机接送。对此不少网友表反对，称不如捐给贫困山区来得实在 （来自新浪娱乐）,f,4114819,上海 黄浦区,200,441,时光机,14,493,1
#波士顿爆炸#他等待女友马拉松结束后向她求婚， 她却惨遭丧生。 有的人守在身边温暖你心间 ，你却从来没说过谢谢。那些爱那些话， 趁活着， 赶快说出来 。[心] ,f,84959,广东 广州,1471,130,皮皮时光机,7,245,1
【转自微博】他死了，为保护一群陌生人。而这群被保护者事后一拥而散，无人愿做目击证人。22日，天津50路公交出现小偷，司机提醒乘客小心。结果，在全车人围观中，被小偷连捅数刀。受伤后，他被独自留在工作多年的公交上，流干了血，去世。 @上海派對SHClubbing,m,47034,香港 中西区,2788,37,微博 weibo.com,1,233,1
【今日最猛料】延安打人女城管郑媛媛遭人肉，相册被破解艳照流出。,f,4790,北京 东城区,182,73,Weico.iPhone,8,90,1
广州游行打砸抢罪犯资料公布！居然是日本间谍！@福州那点事儿 福州小猪社区 http://t.cn/zl7myfr,f,4238,福建 福州,1895,58,360安全平台,0,232,1
大家買牙膏請留心，注意牙膏管反面底部的顏色條，因为顏色條是有含意的。盡量選擇*綠色*和*藍色*，共分4種； *綠色*：純天然； *藍色*：天然+藥物； *紅色*：天然+化學成份； *黑色*：純化學 國内的兒童牙膏居然大多是純化學的，真是不可思议！ ,m,70590,海外 澳大利亚,1972,14,皮皮时光机,8,125,1
【看看人家的富二代】世界亿万富翁比尔盖茨的女儿，全身没有一个明显的名牌，没有开豪华跑车，没有拿奢侈品包包，没有艳丽的浓妆，只有明媚如清晨的朝阳，真正的淑女，从不炫耀自己拥有的一切！,f,61087,北京 朝阳区,1929,172,皮皮时光机,0,365,1
[看看无赖与无耻是个什么样] 经证实，这个是姜瑜从发言台上说出口的，不是网友杜撰。 美国驻华大使馆不断发表北京空气质量低劣的报告， 为此中国外交部发言人姜瑜表示:“根据国际公约，众所周知美国使馆区是美国领土，他们在那里监测到的数据只能说明美国空气质量不好。”@杂谈五味@焦点联播@徐昕@叶匡政 ,m,55862,陕西 西安,682,54,皮皮时光机,0,184,1
有一个日本人，我们不能骂。这是他第一次被自己国人殴打，被日本右翼分子殴打，恐吓，说他不是日本人 帮中国说话。当初天天向上直播上聊到了侵华战争。浩二没有说话，而是直接跪下来给观众道歉。这是节目组始料未及的。在某论坛道“就算被打，我也还是很爱中国。”浩二，中国就是你的家,m,3637,福建 厦门,1787,81,微博 weibo.com,0,417,1
【盘锦市公安局又在自己查自己了】村民王树杰被警察张研开枪杀害，调查结果却是警察开枪合法！李洪娜被盘锦派出所所长伙同地痞轮奸，面对网友3万条转发，盘锦市公安局坐不住了，在网上发微博回应网友，叫大家耐心等待调查结果，这么多天过去，女孩连发两条求救微博都被删除，你们把她关在哪里？,m,581,北京 东城区,963,210,微博 weibo.com,2,687,1
@走上街头 【汕头村民护土地 手脚被打断后遭淋汽油烧死】3月18日，广东汕头市潮南区雷岭镇东新村村民张海荣反抗土地强征，被村干部带人打断手脚后淋汽油焚烧，伤重不治身亡，他的两名儿子也被打伤住院。（图片残忍。慎入！）@摆古论今 @二黑媳妇 @徐昕 @聚贤德之淋 @敏奇敏奇@薛蛮子 @长江直播@谓贤,m,29544,广东 广州,4676,47,微博 weibo.com,1,278,1
【美国人参议和干涉中国内政是 黑色的幽默，但已成真】【一个美国公民会站在中国人的立场为中国人考虑吗？】@公大黎津平  《深圳论坛》消息，杨澜终于承认自己美国籍身份。她说：“虽然我入了美国籍，但我出身于中国《广西容县之窗论坛》、《天涯社区》 转发了这一消息。 ,m,1552436,北京 海淀区,414,188,皮皮时光机,2,417,1
据说这是今天中午新浪微博上不去的原因……,f,37202,北京 朝阳区,435,80,专业版微博,0,251,1
【2013年新版驾驶扣分规则详解图[话筒]】2013年新版驾驶扣分规则详解图~转给司机朋友们吧~~（图自网上车市）,f,194817,上海 徐汇区,2931,53,微博 weibo.com,4,876,1
【赶紧牢记下】新交规施行：闯红灯记6分，罚100元。酒驾记12分、5年内不得再考取驾照。不系安全带记3分，罚100元。副驾不系安全带记1分，罚50元。行驶中拨打手机记3分，罚100元。行驶中抽烟记1分，罚100元。有意遮挡号牌记12分，顶额处罚。超速驾驶记6分。副驾驶有不满14周岁乘坐的记6分，罚300元。转,f,1593415,北京,1205,77,精彩微客,8,740,1
今天重大事件求证： 日本最新的宙斯盾级足柄号驱逐舰当场被击中沉没，金刚号严重受创，白根号护卫舰在返航途中沉没。中国海军徐州号受创，海监船当场沉没一艘，潜艇安全返航。目前双方人员伤亡情况不明，但钓鱼岛已被中国军队控制。中国东海舰队福建军区已进入紧急战备状态。 我在:http://t.cn/zWsNXkF,m,28179,上海,1442,97,三星GalaxyNote,10,334,1
大家買牙膏請留心，买牙膏时注意牙膏管反面底部的颜色条，今天才知道，原来颜色条有含义啊！  尽量选择绿色和蓝，共分4种:绿、蓝、红、黑.绿色:纯天然；  蓝色:天然+药物；  红色:天然+化学成分；  黑色:纯化学。,m,1634,广东 佛山,1465,29,S60客户端,1,196,1
#消息未经证实，且做故事听，但道理是实在的#哈尔滨太平家乐福发生突发事件，营业时间所有出入口用铁门封闭不许进出，原因是一女士在结账时跟在身边的孩子突然失踪报警，后来孩子在二楼卫生间找到，头发被剃光，衣服被换掉，人口贩子不知去向，作案手法迅速。年关将至，请您出入公共场合务必带好孩子。,m,60101,山东 青岛,194,30,微博 weibo.com,0,160,1
